product_row_id,product_id,product_name,total_profit,mean_order_profit,cv_order_profit,pct_orders_loss,profit_scale,n_orders,cv_not_estimable,flag_loss,flag_volatility,flag_impact,n_tail_flags,fallback_assignment_flag,assignment_basis,primary_tail_type,loss_profit_scale_threshold,volatility_cv_body_p95,impact_profit_scale_body_p95,mean_profit_body_lower_boundary,mean_profit_body_upper_boundary
10,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,3247.02,405.8775,0.5731442900030385,0.0,0.128850368143909,8,False,False,False,True,1,False,profit_scale_above_body_p95,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
11,TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,3124.9375,446.41964285714283,0.5918082938419217,0.0,0.1240058106515225,7,False,False,False,True,1,False,profit_scale_above_body_p95,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
12,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,3085.0325,308.50325,0.8124992383271485,0.0,0.1224222743811014,10,False,False,False,True,1,False,profit_scale_above_body_p95,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
13,TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,2799.96,559.992,0.7638431563548297,0.0,0.11110984126621315,5,False,False,False,True,1,False,profit_scale_above_body_p95,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
14,OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,2518.0551,419.67585,1.4889215427966003,0.16666666666666666,0.09992310692316264,6,False,False,False,True,1,False,profit_scale_above_body_p95,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
15,OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,2318.337,289.792125,1.1477594278951935,0.125,0.09199776285075101,8,False,False,False,True,1,False,profit_scale_above_body_p95,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
16,TEC-AC-10003870,Logitech Z-906 Speaker sys - home theater - 5.1-CH,2243.9320000000002,560.9830000000001,0.22517528166542125,0.0,0.08904517504970651,4,False,False,False,True,1,False,profit_scale_above_body_p95,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
17,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,2233.5051000000003,203.04591818181822,5.171399939695551,0.36363636363636365,0.08863140799449905,11,False,False,False,True,1,False,profit_scale_above_body_p95,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
18,TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,2155.8922000000002,307.98460000000006,0.7145632351946719,0.0,0.0855515222106984,7,False,False,False,True,1,False,profit_scale_above_body_p95,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
19,TEC-CO-10001766,Canon PC940 Copier,2092.4535,697.4845,1.005486568154644,0.0,0.08303410628792274,3,False,False,False,True,1,False,profit_scale_above_body_p95,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
22,TEC-MA-10002927,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,1995.99,1995.99,0.0,0.0,0.07920617868432005,1,True,False,False,True,1,False,profit_scale_above_body_p95,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
27,TEC-CO-10003236,Canon Image Class D660 Copier,1691.9718,845.9859,0.8923923988881765,0.0,0.06714192992932361,2,False,False,False,True,1,False,profit_scale_above_body_p95,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
28,TEC-MA-10003673,Hewlett-Packard Desktjet 6988DT Refurbished Printer,1668.205,1668.205,0.0,0.0,0.0661988002505404,1,True,False,False,True,1,False,profit_scale_above_body_p95,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
41,TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,1459.2,1459.2,0.0,0.0,0.05790492734741147,1,True,False,False,True,1,False,profit_scale_above_body_p95,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
54,TEC-AC-10004666,Maxell iVDR EX 500GB Cartridge,1184.8220000000001,592.4110000000001,0.5654436276172715,0.0,0.04701688036568994,2,False,False,False,True,1,False,profit_scale_above_body_p95,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
97,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,760.9799999999998,84.55333333333331,22.66768706900737,0.6666666666666666,0.030197705326777118,9,False,False,True,True,2,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
119,TEC-MA-10004212,Cisco SPA525G2 5-Line IP Phone,648.5624,648.5624,0.0,0.0,0.025736676707965197,1,True,False,False,False,0,True,mean_order_profit_above_selected_upper_boundary,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
128,TEC-PH-10002114,Xiaomi Mi3,592.7896,592.7896,0.0,0.0,0.023523464035294067,1,True,False,False,False,0,True,mean_order_profit_above_selected_upper_boundary,Extreme Impact Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1341,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",15.049000000000007,1.8811250000000008,22.66768706900737,0.625,0.0005971842459232426,8,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1460,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,8.472800000000003,0.706066666666667,22.66768706900737,0.5833333333333334,0.0003362231828598877,12,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1584,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,1.1368683772161603e-13,1.4210854715202004e-14,22.66768706900737,0.375,4.511395338971446e-18,8,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1585,OFF-SU-10003505,Premier Electric Letter Opener,0.0,0.0,22.66768706900737,0.375,0.0,8,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1586,OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",0.0,0.0,22.66768706900737,0.5,0.0,4,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1589,FUR-CH-10004289,Global Super Steno Chair,-2.6645352591003757e-15,-3.806478941571965e-16,22.66768706900737,0.5714285714285714,-1.0573582825714326e-19,7,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1590,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",-0.16139999999999688,-0.04034999999999922,22.66768706900737,0.75,-6.404780204133793e-06,4,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1594,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",-0.698599999999999,-0.11643333333333317,22.66768706900737,0.5,-2.7722301428797693e-05,6,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1607,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",-2.2830000000000013,-0.2536666666666668,22.66768706900737,0.4444444444444444,-9.059549693951511e-05,9,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1612,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",-3.216000000000002,-0.3216000000000002,22.66768706900737,0.5,-0.00012761941224593982,10,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1613,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,-3.239199999999995,-0.2699333333333329,22.66768706900737,0.3333333333333333,-0.00012854004979696748,12,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1638,OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,-7.041599999999995,-1.7603999999999989,22.66768706900737,0.25,-0.00027942936979819926,4,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1645,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",-9.245000000000005,-1.3207142857142864,22.66768706900737,0.42857142857142855,-0.0003668661275540154,7,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1646,OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,-9.303200000000004,-3.101066666666668,22.66768706900737,0.3333333333333333,-0.0003691756579621975,3,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1647,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",-9.937199999999992,-1.6561999999999986,22.66768706900737,0.5,-0.0003943344600032187,6,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1677,OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,-17.03280000000001,-5.677600000000003,22.66768706900737,0.3333333333333333,-0.0006759066930667424,3,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1695,FUR-TA-10004086,KI Adjustable-Height Table,-22.35479999999999,-3.1935428571428557,22.66768706900737,0.5714285714285714,-0.0008870977726603025,7,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1696,TEC-MA-10003356,Panasonic KX MC6040 Color Laser Multifunction Printer,-22.497500000000002,-11.248750000000001,22.66768706900737,0.5,-0.0008927604872521859,2,False,False,True,False,1,False,cv_above_body_p95,Extreme Volatility Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1819,TEC-MA-10003337,Okidata B401 Printer,-251.9874,-251.9874,0.0,1.0,-0.009999528570081628,1,True,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1820,TEC-MA-10003353,Xerox WorkCentre 6505DN Laser Multifunction Printer,-251.9958,-251.9958,0.0,1.0,-0.009999861904367345,1,True,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1824,TEC-MA-10001856,Okidata C610n Printer,-272.58,-272.58,0.0,1.0,-0.01081669757151687,1,True,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1829,TEC-MA-10000904,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",-319.1916,-319.1916,0.0,1.0,-0.012666369522960541,1,True,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1837,TEC-PH-10002645,LG G2,-374.9925,-374.9925,0.0,1.0,-0.014880697278182699,1,True,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1853,TEC-MA-10002073,"3D Systems Cube Printer, 2nd Generation, White",-467.9964,-233.9982,2.040543806465183,0.5,-0.018571338775253642,2,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1859,TEC-MA-10001681,Lexmark MarkNet N8150 Wireless Print Server,-506.457,-253.2285,0.47093340006022616,1.0,-0.020097557421592634,2,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1875,OFF-ST-10004459,Tennsco Single-Tier Lockers,-825.7479999999999,-103.21849999999999,1.882389016307684,0.375,-0.03276787140026749,8,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1876,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",-856.0144,-107.0018,2.6132066260232207,0.75,-0.03396892245088955,8,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1877,OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,-872.0751999999999,-174.41503999999998,2.63667079437968,0.6,-0.034606257605180456,5,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1878,TEC-MA-10001695,Zebra GK420t Direct Thermal/Thermal Transfer Printer,-938.28,-938.28,0.0,1.0,-0.03723343971458966,1,True,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1879,FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,-964.1940000000001,-241.04850000000002,1.1330964285549043,0.75,-0.03826177598602663,4,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1880,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,-975.0988,-139.29982857142858,1.220778391716129,0.7142857142857143,-0.0386945073811322,7,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1881,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,-989.0496,-164.8416,0.4185040717559997,1.0,-0.03924811213746325,6,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1882,TEC-MA-10002210,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,-1057.23,-528.615,1.0892543278134563,1.0,-0.04195369129626085,2,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1883,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",-1147.4,-229.48000000000002,1.2907390008088335,0.8,-0.04553187612282067,5,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1884,FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,-1148.4375,-382.8125,0.5348705831598324,1.0,-0.045573046875372024,3,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1885,FUR-TA-10001950,Balt Solid Wood Round Tables,-1201.0581,-300.264525,1.8717661289293568,0.5,-0.04766117188906254,4,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1886,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,-1299.1836,-216.53060000000002,2.007685117004373,0.5,-0.05155505206205351,6,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1887,TEC-MA-10002412,Cisco TelePresence System EX90 Videoconferencing Unit,-1811.0784,-1811.0784,0.0,1.0,-0.07186839581446423,1,True,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1888,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,-1878.1662000000006,-313.0277000000001,7.506435185482369,0.5,-0.0745306177065268,6,False,True,True,False,2,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1889,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,-1934.3976,-276.3425142857143,1.689358837257065,0.8571428571428571,-0.07676202884389194,7,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1890,FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,-2876.1156,-575.22312,1.4804275857040974,0.8,-0.1141318975197072,5,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1891,TEC-MA-10004125,Cubify CubeX 3D Printer Triple Head Print,-3839.9904,-3839.9904,0.0,1.0,-0.15238100680287658,1,True,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1892,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,-4589.973,-1147.49325,1.4977247892572296,0.75,-0.18214230612087462,4,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
1893,TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,-8879.9704,-2959.9901333333332,1.179296720425171,0.6666666666666666,-0.3523807845800194,3,False,True,False,False,1,False,material_negative_profit_scale,Loss Tail,-0.001,6.646549616704494,0.026801778957463527,-229.796274,551.8853759999995
