product_id,product_name,total_sales,total_profit,profit_margin,category,sub_category,mean_order_profit,pct_orders_loss
TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,8959.872,2799.96,0.3125,Technology,Copiers,559.992,0.0
OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,8070.191999999999,2518.0551,0.3120192307692308,Office Supplies,Binders,419.67585,0.16666666666666666
OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,7985.383000000001,2318.337,0.29032258064516125,Office Supplies,Binders,289.792125,0.125
TEC-AC-10003870,Logitech Z-906 Speaker sys - home theater - 5.1-CH,5609.83,2243.9320000000002,0.4,Technology,Accessories,560.9830000000001,0.0
OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,19823.479,2233.5051000000003,0.11266968325791857,Office Supplies,Binders,203.04591818181822,0.36363636363636365
TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,5119.744000000001,2155.8922000000002,0.42109375,Technology,Accessories,307.98460000000006,0.0
TEC-CO-10001766,Canon PC940 Copier,5669.874,2092.4535,0.36904761904761907,Technology,Copiers,697.4845,0.0
TEC-CO-10004115,Sharp AL-1530CS Digital Copier,6399.872,2064.9587,0.32265625000000003,Technology,Copiers,516.239675,0.0
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",8138.232,2016.7109999999998,0.24780701754385961,Office Supplies,Storage,155.13161538461537,0.0
TEC-MA-10002927,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,1995.99,0.5,Technology,Machines,1995.99,0.0
TEC-CO-10002313,Canon PC1080F Personal Copier,5999.9,1973.9670999999998,0.329,Technology,Copiers,493.49177499999996,0.0
OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,7730.196,1932.549,0.25,Office Supplies,Storage,175.68627272727272,0.0
FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",10637.528,1927.442,0.1811926605504587,Furniture,Chairs,160.62016666666668,0.0
TEC-PH-10001459,Samsung Galaxy Mega 6.3,13943.668,1822.7566000000002,0.13072289156626507,Technology,Phones,303.7927666666667,0.0
TEC-CO-10003236,Canon Image Class D660 Copier,3959.9339999999997,1691.9718,0.4272727272727273,Technology,Copiers,845.9859,0.0
TEC-MA-10003673,Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5,1668.205,0.49,Technology,Machines,1668.205,0.0
OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",5906.52,1653.8256000000001,0.28,Office Supplies,Appliances,551.2752,0.0
TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,4399.92,1649.97,0.375,Technology,Copiers,235.71,0.0
TEC-AC-10003832,Logitech P710e Mobile Speakerphone,10196.604,1645.3611,0.16136363636363638,Technology,Accessories,182.8179,0.3333333333333333
OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",6574.544,1640.5348,0.24952830188679245,Office Supplies,Storage,182.28164444444442,0.0
TEC-PH-10002885,Apple iPhone 5,12996.6,1611.5784,0.124,Technology,Phones,268.5964,0.3333333333333333
OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,4322.814,1592.4978,0.3683937823834197,Office Supplies,Binders,265.41630000000004,0.16666666666666666
OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,10925.003999999999,1575.1098,0.1441747572815534,Office Supplies,Storage,143.1918,0.2727272727272727
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,8665.194,1558.591,0.17986798679867988,Furniture,Chairs,194.823875,0.375
FUR-CH-10002320,Hon Pagoda Stacking Chairs,6483.796,1540.7040000000002,0.23762376237623764,Furniture,Chairs,385.17600000000004,0.0
OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",3322.878,1517.9064,0.45680473372781066,Office Supplies,Labels,189.7383,0.0
OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,3855.1800000000003,1503.5202,0.38999999999999996,Office Supplies,Appliances,501.17339999999996,0.0
TEC-CO-10001943,Canon PC-428 Personal Copier,4119.794,1469.9265,0.3567961165048544,Technology,Copiers,244.98775,0.0
TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,1459.2,0.48000000000000004,Technology,Machines,1459.2,0.0
TEC-AC-10004145,Logitech diNovo Edge Keyboard,7399.704,1432.4427,0.1935810810810811,Technology,Accessories,286.48854,0.0
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,8430.997,1388.6348,0.1647058823529412,Furniture,Chairs,173.57935,0.25
OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,5751.773999999999,1388.6082,0.24142259414225942,Office Supplies,Storage,173.576025,0.0
OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,5572.792,1380.7216,0.24776119402985075,Office Supplies,Storage,276.14432,0.0
TEC-MA-10000488,Bady BDG101FRU Card Printer,9279.884,1327.9834,0.14310344827586208,Technology,Machines,331.99585,0.25
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,8774.5,1305.6456,0.14880000000000002,Furniture,Chairs,163.2057,0.0
FUR-CH-10002073,Hon Olson Stacker Chairs,5427.99,1292.1264,0.2380487804878049,Furniture,Chairs,323.0316,0.0
OFF-PA-10000994,Xerox 1915,2789.0099999999998,1262.394,0.45263157894736844,Office Supplies,Paper,140.266,0.0
OFF-ST-10001496,Standard Rollaway File with Lock,6594.954,1261.3300000000002,0.19125683060109291,Office Supplies,Storage,126.13300000000001,0.0
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",2699.056,1260.221,0.46691176470588236,Furniture,Furnishings,157.527625,0.0
OFF-ST-10003306,Letter Size Cart,4600.092,1252.8822,0.27236024844720497,Office Supplies,Storage,156.610275,0.0
FUR-CH-10002335,Hon GuestStacker Chair,6936.102,1233.0848,0.17777777777777778,Furniture,Chairs,137.00942222222224,0.0
TEC-AC-10004666,Maxell iVDR EX 500GB Cartridge,2755.4,1184.8220000000001,0.43000000000000005,Technology,Accessories,592.4110000000001,0.0
FUR-CH-10004287,SAFCO Arco Folding Chair,11572.78,1179.374,0.10190930787589499,Furniture,Chairs,90.72107692307692,0.23076923076923078
TEC-PH-10000984,Panasonic KX-TG9471B,4978.146000000001,1168.1004,0.23464566929133857,Technology,Phones,166.8714857142857,0.0
TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,4859.838,1154.9615000000001,0.23765432098765435,Technology,Copiers,164.99450000000002,0.0
TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,3059.7960000000003,1147.4235,0.375,Technology,Phones,229.48470000000003,0.0
OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,7515.523999999999,1114.3708,0.1482758620689655,Office Supplies,Storage,222.87416,0.0
OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,4778.766,1106.6616,0.23157894736842105,Office Supplies,Storage,368.88719999999995,0.0
TEC-PH-10002624,Samsung Galaxy S4 Mini,6109.87,1104.4765,0.18076923076923077,Technology,Phones,220.8953,0.0
TEC-MA-10002428,Fellowes Powershred HS-440 4-Sheet High Security Shredder,2541.8360000000002,1092.6795000000002,0.42987804878048785,Technology,Machines,364.22650000000004,0.0
OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,3234.913,1086.3772,0.3358288770053476,Office Supplies,Binders,135.79715,0.125
TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,6695.892,1053.9830000000002,0.15740740740740744,Technology,Phones,263.49575000000004,0.25
FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,5906.032,1052.8144,0.1782608695652174,Furniture,Chairs,150.40205714285713,0.2857142857142857
OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,4209.799999999999,1052.45,0.25000000000000006,Office Supplies,Binders,263.1125,0.25
TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,5327.259999999999,1043.855,0.19594594594594597,Technology,Phones,173.97583333333333,0.16666666666666666
TEC-PH-10000730,Samsung Galaxy S4 Active,3999.92,1039.9792,0.26,Technology,Phones,519.9896,0.0
TEC-AC-10004171,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,2619.738,995.9004,0.3801526717557252,Technology,Accessories,165.9834,0.0
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",5212.112,972.6368,0.18661087866108786,Furniture,Chairs,138.9481142857143,0.2857142857142857
TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,2865.6000000000004,967.14,0.33749999999999997,Technology,Phones,193.428,0.0
OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,4476.96,956.9502,0.21375,Office Supplies,Appliances,239.23755,0.0
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,12975.382,951.862,0.07335907335907337,Furniture,Chairs,105.76244444444444,0.1111111111111111
TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,4434.912,936.2592,0.21111111111111108,Technology,Phones,93.62592,0.0
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,7979.4400000000005,926.1850000000001,0.11607142857142858,Furniture,Chairs,102.90944444444445,0.4444444444444444
TEC-PH-10002496,Cisco SPA301,4180.532,904.742,0.21641791044776118,Technology,Phones,100.52688888888889,0.1111111111111111
TEC-PH-10000895,Polycom VVX 310 VoIP phone,6227.654,899.95,0.1445086705202312,Technology,Phones,112.49375,0.125
TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,4619.23,896.8505000000001,0.1941558441558442,Technology,Phones,224.21262500000003,0.25
TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,2339.766,889.9110000000001,0.3803418803418804,Technology,Accessories,98.879,0.0
TEC-AC-10000990,Imation Bio 2GB USB Flash Drive Imation Corp,2098.88,881.5296,0.42,Technology,Accessories,293.84319999999997,0.0
TEC-MA-10000984,Okidata MB760 Printer,7834.4,881.37,0.1125,Technology,Machines,440.685,0.0
TEC-PH-10001835,Jawbone JAMBOX Wireless Bluetooth Speaker,2022.272,872.1048000000001,0.43125,Technology,Phones,290.70160000000004,0.0
FUR-CH-10000595,Safco Contoured Stacking Chairs,5697.76,870.16,0.1527196652719665,Furniture,Chairs,108.77,0.0
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",6410.874,854.7832000000001,0.13333333333333336,Furniture,Chairs,106.84790000000001,0.25
OFF-PA-10004359,Multicolor Computer Printout Paper,1887.3,851.3820000000001,0.45111111111111113,Office Supplies,Paper,170.27640000000002,0.0
TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,4199.86,839.972,0.2,Technology,Copiers,139.99533333333332,0.0
TEC-PH-10004977,GE 30524EE4,5291.7300000000005,838.8371999999999,0.1585185185185185,Technology,Phones,93.20413333333333,0.1111111111111111
FUR-CH-10000988,Hon Olson Stacker Stools,5294.456,833.5952,0.1574468085106383,Furniture,Chairs,83.35952,0.1
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,7582.374,832.9932,0.10985915492957747,Furniture,Chairs,138.8322,0.16666666666666666
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,6584.64,814.4159999999999,0.12368421052631577,Furniture,Chairs,135.736,0.3333333333333333
OFF-PA-10001970,Xerox 1908,1712.9879999999998,799.3944,0.46666666666666673,Office Supplies,Paper,114.1992,0.0
FUR-CH-10000785,Global Ergonomic Managers Chair,6008.536,785.4532,0.13072289156626507,Furniture,Chairs,71.40483636363636,0.2727272727272727
TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,7699.72,780.9716,0.10142857142857142,Technology,Phones,86.77462222222222,0.2222222222222222
FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",7539.7122,780.3302,0.10349601938386985,Furniture,Bookcases,97.541275,0.375
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,9070.944,773.2608,0.08524590163934427,Furniture,Chairs,96.6576,0.25
TEC-AC-10002001,Logitech Wireless Gaming Headset G930,2879.82,763.1523,0.26499999999999996,Technology,Accessories,127.19205,0.0
OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,19024.5,760.9799999999998,0.03999999999999999,Office Supplies,Binders,84.55333333333331,0.6666666666666666
OFF-PA-10000100,Xerox 1945,1696.986,756.2655,0.44565217391304346,Office Supplies,Paper,94.5331875,0.0
TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,2242.032,754.5300000000001,0.33653846153846156,Technology,Accessories,125.75500000000001,0.0
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,4626.582,750.7284,0.16226415094339622,Furniture,Chairs,125.1214,0.16666666666666666
OFF-PA-10000418,Xerox 189,1782.4499999999998,746.532,0.41882352941176476,Office Supplies,Paper,124.42200000000001,0.0
TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,4044.3860000000004,733.2811999999999,0.18130841121495322,Technology,Phones,104.75445714285713,0.14285714285714285
OFF-PA-10000675,Xerox 1919,1565.818,729.622,0.46596858638743455,Office Supplies,Paper,81.06911111111111,0.0
TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,4389.246,729.0612,0.16610169491525423,Technology,Accessories,91.13265,0.125
TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,2623.8360000000002,723.1547999999999,0.27560975609756094,Technology,Accessories,144.63096,0.0
TEC-AC-10001432,Enermax Aurora Lite Keyboard,1641.15,722.106,0.43999999999999995,Technology,Accessories,144.4212,0.0
TEC-AC-10001908,Logitech Wireless Headset h800,2799.72,719.928,0.2571428571428572,Technology,Accessories,119.988,0.0
OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,5009.48,715.6399999999999,0.14285714285714285,Office Supplies,Appliances,119.27333333333331,0.16666666666666666
TEC-PH-10002834,Google Nexus 5,3815.7880000000005,710.9605,0.18632075471698112,Technology,Phones,142.1921,0.2
OFF-PA-10003395,Xerox 1941,1740.51,704.592,0.40481927710843374,Office Supplies,Paper,140.9184,0.0
FUR-CH-10001394,Global Leather Executive Chair,5861.533,701.9799999999999,0.11976047904191614,Furniture,Chairs,100.28285714285713,0.0
TEC-AC-10003095,Logitech G35 7.1-Channel Surround Sound Headset,2157.8340000000003,699.3462,0.32409638554216863,Technology,Accessories,116.5577,0.0
OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,3051.3,697.44,0.22857142857142856,Office Supplies,Appliances,232.48000000000002,0.0
FUR-CH-10000309,Global Comet Stacking Arm Chair,6084.144,697.1415,0.11458333333333331,Furniture,Chairs,139.42829999999998,0.4
OFF-ST-10000585,Economy Rollaway Files,3138.8,693.8399999999999,0.22105263157894733,Office Supplies,Storage,99.11999999999999,0.0
OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,4181.754,693.5592,0.16585365853658537,Office Supplies,Binders,77.06213333333334,0.3333333333333333
TEC-AC-10000844,Logitech Gaming G510s - Keyboard,2362.7219999999998,676.5204,0.2863309352517986,Technology,Accessories,84.56505,0.0
TEC-PH-10002103,Jabra SPEAK 410,3158.064,654.1704,0.20714285714285716,Technology,Phones,72.6856,0.0
TEC-MA-10004212,Cisco SPA525G2 5-Line IP Phone,1379.92,648.5624,0.47,Technology,Machines,648.5624,0.0
TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,1574.03,634.406,0.40304568527918777,Technology,Accessories,63.440599999999996,0.0
OFF-EN-10000056,Cameo Buff Policy Envelopes,1555.75,632.2568,0.4064,Office Supplies,Envelopes,79.0321,0.0
TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,2450.16,630.468,0.2573170731707317,Technology,Accessories,105.07799999999999,0.0
FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",2863.8,627.1722,0.21899999999999997,Furniture,Furnishings,156.79305,0.25
TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,1890.0,622.8,0.3295238095238095,Technology,Accessories,88.97142857142856,0.0
OFF-PA-10001033,Xerox 1893,1434.65,619.3589,0.43171428571428566,Office Supplies,Paper,56.30535454545454,0.0
FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",3739.115,608.043,0.16261682242990655,Furniture,Tables,121.6086,0.4
TEC-PH-10003601,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",1979.88,593.964,0.3,Technology,Phones,148.491,0.0
TEC-PH-10002114,Xiaomi Mi3,2279.96,592.7896,0.25999999999999995,Technology,Phones,592.7896,0.0
TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,1913.13,587.1329999999999,0.3068965517241379,Technology,Accessories,146.78324999999998,0.0
OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2706.08,578.6848,0.21384615384615385,Office Supplies,Appliances,96.44746666666667,0.0
TEC-PH-10001557,Pyle PMP37LED,3590.026,576.8999,0.1606951871657754,Technology,Phones,57.68999,0.0
TEC-PH-10003645,Aastra 57i VoIP phone,3684.708,575.3316,0.15614035087719297,Technology,Phones,82.19022857142856,0.14285714285714285
OFF-PA-10003228,Xerox 1917,1222.75,574.6925,0.47,Office Supplies,Paper,114.9385,0.0
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",3955.676,573.7239999999999,0.1450381679389313,Furniture,Chairs,63.7471111111111,0.0
TEC-PH-10001336,Digium D40 VoIP phone,3044.164,571.4257,0.18771186440677964,Technology,Phones,63.49174444444444,0.1111111111111111
OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,1266.72,570.024,0.45,Office Supplies,Envelopes,114.0048,0.0
FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",2191.68,569.8368,0.26000000000000006,Furniture,Furnishings,142.4592,0.0
OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,2264.892,569.422,0.2514124293785311,Office Supplies,Binders,56.9422,0.4
FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,4886.46,566.4674,0.11592592592592592,Furniture,Bookcases,80.92391428571429,0.14285714285714285
OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,2491.2799999999997,563.816,0.22631578947368425,Office Supplies,Appliances,112.76320000000001,0.2
OFF-BI-10001071,GBC ProClick Punch Binding System,1573.908,562.3842,0.3573170731707317,Office Supplies,Binders,80.3406,0.2857142857142857
OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,1360.4759999999999,559.3068000000001,0.4111111111111112,Office Supplies,Envelopes,139.82670000000002,0.0
TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,1409.718,554.889,0.39361702127659576,Technology,Accessories,69.361125,0.0
OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,1761.76,549.7635,0.31205357142857143,Office Supplies,Appliances,91.62725,0.0
TEC-PH-10003691,BlackBerry Q10,3099.354,548.0564999999999,0.17682926829268292,Technology,Phones,91.34274999999998,0.0
OFF-PA-10001289,White Computer Printout Paper by Universal,1279.08,547.6788,0.4281818181818182,Office Supplies,Paper,68.45985,0.0
OFF-PA-10001878,Xerox 1891,1320.57,542.9010000000001,0.4111111111111112,Office Supplies,Paper,77.55728571428573,0.0
FUR-TA-10004619,Hon Non-Folding Utility Tables,3775.647,541.654,0.14345991561181434,Furniture,Tables,108.3308,0.0
TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,1615.798,540.7324,0.3346534653465346,Technology,Accessories,67.59155,0.0
TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,2481.15,540.015,0.2176470588235294,Technology,Phones,90.0025,0.0
OFF-PA-10000357,Xerox 1888,1231.656,539.2656,0.4378378378378378,Office Supplies,Paper,89.87759999999999,0.0
OFF-ST-10003805,"24 Capacity Maxi Data Binder Racks, Pearl",3537.24,536.9024999999999,0.15178571428571427,Office Supplies,Storage,134.22562499999998,0.0
TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,1409.53,536.2212,0.3804255319148936,Technology,Accessories,35.748079999999995,0.0
OFF-PA-10000806,Xerox 1934,1097.208,526.212,0.47959183673469385,Office Supplies,Paper,105.2424,0.0
OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1233.412,524.5054,0.42524752475247524,Office Supplies,Labels,47.682309090909094,0.0
TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,3968.5099999999998,518.336,0.1306122448979592,Technology,Phones,129.584,0.25
TEC-AC-10003610,Logitech Illuminated - Keyboard,1139.81,515.914,0.45263157894736844,Technology,Accessories,85.98566666666666,0.0
TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,8878.4,515.52,0.05806451612903226,Technology,Phones,51.552,0.2
TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,1999.75,515.1356000000001,0.25760000000000005,Technology,Accessories,57.2372888888889,0.0
TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,1619.676,514.897,0.31790123456790126,Technology,Accessories,57.210777777777786,0.0
OFF-EN-10002230,Airmail Envelopes,1359.666,514.4909,0.3783950617283951,Office Supplies,Envelopes,85.74848333333334,0.0
FUR-CH-10000155,Global Comet Stacking Armless Chair,3528.79,514.366,0.14576271186440679,Furniture,Chairs,85.72766666666666,0.0
TEC-PH-10001363,Apple iPhone 5S,4901.914000000001,512.991,0.10465116279069765,Technology,Phones,128.24775,0.25
OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,4829.25,509.9688,0.1056,Office Supplies,Storage,72.85268571428571,0.14285714285714285
TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,5787.3550000000005,509.712,0.08807339449541284,Technology,Machines,169.904,0.3333333333333333
TEC-PH-10002310,Plantronics Calisto P620-M USB Wireless Speakerphone System,2508.672,505.6542,0.2015625,Technology,Phones,126.41355,0.0
FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",3150.576,499.851,0.15865384615384615,Furniture,Chairs,55.539,0.1111111111111111
TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,3998.4,499.8,0.125,Technology,Accessories,62.475,0.125
FUR-CH-10002084,Hon Mobius Operator's Chair,2705.7799999999997,499.3394,0.18454545454545457,Furniture,Chairs,99.86788,0.0
TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,1799.8200000000002,497.9502,0.2766666666666666,Technology,Accessories,71.13574285714286,0.0
OFF-PA-10003302,Xerox 1906,1098.6399999999999,497.5776,0.4529032258064517,Office Supplies,Paper,71.08251428571428,0.0
OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,6785.142,494.4212000000001,0.07286821705426358,Office Supplies,Binders,61.802650000000014,0.5
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",2959.208,493.70459999999997,0.16683673469387753,Furniture,Chairs,82.2841,0.16666666666666666
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1098.504,492.6624,0.44848484848484854,Office Supplies,Paper,49.266239999999996,0.0
OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,2954.444,489.6410000000001,0.1657303370786517,Office Supplies,Binders,61.20512500000001,0.25
FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,4619.987999999999,486.15560000000005,0.10522875816993467,Furniture,Chairs,44.19596363636364,0.2727272727272727
OFF-ST-10004340,"Fellowes Mobile File Cart, Black",2300.66,485.00399999999996,0.2108108108108108,Office Supplies,Storage,48.5004,0.0
TEC-PH-10002200,Aastra 6757i CT Wireless VoIP phone,2929.984,482.5856,0.16470588235294117,Technology,Phones,80.43093333333333,0.16666666666666666
TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,2159.73,479.94,0.2222222222222222,Technology,Accessories,59.9925,0.0
TEC-PH-10000441,VTech DS6151,2746.582,478.762,0.1743119266055046,Technology,Phones,59.84525,0.0
OFF-AP-10000938,Avanti 1.7 Cu. Ft. Refrigerator,2221.56,476.6256,0.21454545454545457,Office Supplies,Appliances,119.1564,0.0
TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,1936.306,473.777,0.24468085106382978,Technology,Phones,118.44425,0.0
OFF-ST-10000046,Fellowes Super Stor/Drawer Files,4006.44,473.3415,0.11814516129032258,Office Supplies,Storage,52.5935,0.3333333333333333
TEC-PH-10004094,Motorola L703CM,4211.73,467.97,0.11111111111111113,Technology,Phones,77.995,0.0
OFF-PA-10000474,Easy-staple paper,1105.7279999999998,467.0992,0.4224358974358975,Office Supplies,Paper,38.924933333333335,0.0
TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,4268.0,466.4,0.10927835051546392,Technology,Machines,233.2,0.5
TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,1343.916,463.97100000000006,0.3452380952380953,Technology,Machines,154.657,0.3333333333333333
OFF-PA-10001815,Xerox 1885,960.8,461.184,0.48000000000000004,Office Supplies,Paper,92.2368,0.0
FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,6776.562,461.12700000000007,0.06804733727810652,Furniture,Tables,76.85450000000002,0.3333333333333333
