product_row_id,product_id,product_name,domain,k_cluster,analytical_role,body_role,primary_tail_type,assignment_basis,fallback_assignment_flag,flag_loss,flag_volatility,flag_impact,n_tail_flags,total_sales,profit_margin,n_orders,cv_not_estimable,cv_order_profit_raw,cv_order_profit_model,primary_action,compound_overlap_flag,assignment_instability,instability_margin,instability_source,deterioration_level,concentration_level,primary_signal,n_active_signals,escalation_status,final_intervention,total_profit,mean_order_profit,cv_order_profit,pct_orders_loss,profit_scale
15,OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Extreme Tail,Unclustered,Extreme Impact Tail,,Extreme Impact Tail,profit_scale_above_body_p95,False,False,False,True,1,7985.383000000001,0.29032258064516125,8,False,1.1477594278951935,1.1477594278951935,Optimize,False,none,0.06519598389328748,excess_over_impact_p95,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,2318.337,289.792125,1.1477594278951935,0.125,0.09199776285075101
16,TEC-AC-10003870,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Extreme Tail,Unclustered,Extreme Impact Tail,,Extreme Impact Tail,profit_scale_above_body_p95,False,False,False,True,1,5609.83,0.4,4,False,0.22517528166542125,0.22517528166542125,Optimize,False,none,0.062243396092242984,excess_over_impact_p95,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,2243.9320000000002,560.9830000000001,0.22517528166542125,0.0,0.08904517504970651
17,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,Extreme Tail,Unclustered,Extreme Impact Tail,,Extreme Impact Tail,profit_scale_above_body_p95,False,False,False,True,1,19823.479,0.11266968325791857,11,False,5.171399939695551,5.171399939695551,Optimize,False,none,0.061829629037035524,excess_over_impact_p95,severe,extreme,Severe Deterioration,2,Reroute Action,Reroute to Correct,2233.5051000000003,203.04591818181822,5.171399939695551,0.36363636363636365,0.08863140799449905
18,TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Extreme Tail,Unclustered,Extreme Impact Tail,,Extreme Impact Tail,profit_scale_above_body_p95,False,False,False,True,1,5119.744000000001,0.42109375,7,False,0.7145632351946719,0.7145632351946719,Optimize,False,none,0.05874974325323487,excess_over_impact_p95,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,2155.8922000000002,307.98460000000006,0.7145632351946719,0.0,0.0855515222106984
19,TEC-CO-10001766,Canon PC940 Copier,Extreme Tail,Unclustered,Extreme Impact Tail,,Extreme Impact Tail,profit_scale_above_body_p95,False,False,False,True,1,5669.874,0.36904761904761907,3,False,1.005486568154644,1.005486568154644,Optimize,False,none,0.056232327330459214,excess_over_impact_p95,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,2092.4535,697.4845,1.005486568154644,0.0,0.08303410628792274
20,TEC-CO-10004115,Sharp AL-1530CS Digital Copier,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,6399.872,0.32265625000000003,4,False,0.684530390880185,0.684530390880185,Optimize,False,none,0.36099253453408653,cluster_margin,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,2064.9587,516.239675,0.684530390880185,0.0,0.08194303967852608
21,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,8138.232,0.24780701754385961,13,False,0.7893485140324467,0.7893485140324467,Optimize,False,none,0.4600653153145024,cluster_margin,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,2016.7109999999998,155.13161538461537,0.7893485140324467,0.0,0.08002844293840838
22,TEC-MA-10002927,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Extreme Tail,Unclustered,Extreme Impact Tail,,Extreme Impact Tail,profit_scale_above_body_p95,False,False,False,True,1,3991.98,0.5,1,True,,0.0,Optimize,False,none,0.052404399726856524,excess_over_impact_p95,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1995.99,1995.99,0.0,0.0,0.07920617868432005
23,TEC-CO-10002313,Canon PC1080F Personal Copier,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,5999.9,0.329,4,False,0.400503305140623,0.400503305140623,Optimize,False,none,0.3780414643664419,cluster_margin,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1973.9670999999998,493.49177499999996,0.400503305140623,0.0,0.07833225158421087
24,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,7730.196,0.25,11,False,0.9922445838887066,0.9922445838887066,Optimize,False,none,0.4942813991892964,cluster_margin,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1932.549,175.68627272727272,0.9922445838887066,0.0,0.07668867149144236
25,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,10637.528,0.1811926605504587,12,False,1.0575878425478131,1.0575878425478131,Optimize,False,none,0.48629724876994335,cluster_margin,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1927.442,160.62016666666668,1.0575878425478131,0.0,0.07648601218225703
26,TEC-PH-10001459,Samsung Galaxy Mega 6.3,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,13943.668,0.13072289156626507,6,False,0.8255571405453624,0.8255571405453624,Optimize,False,none,0.5133795282983975,cluster_margin,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1822.7566000000002,303.7927666666667,0.8255571405453624,0.0,0.07233181777344762
27,TEC-CO-10003236,Canon Image Class D660 Copier,Extreme Tail,Unclustered,Extreme Impact Tail,,Extreme Impact Tail,profit_scale_above_body_p95,False,False,False,True,1,3959.9339999999997,0.4272727272727273,2,False,0.8923923988881765,0.8923923988881765,Optimize,False,none,0.040340150971860084,excess_over_impact_p95,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1691.9718,845.9859,0.8923923988881765,0.0,0.06714192992932361
28,TEC-MA-10003673,Hewlett-Packard Desktjet 6988DT Refurbished Printer,Extreme Tail,Unclustered,Extreme Impact Tail,,Extreme Impact Tail,profit_scale_above_body_p95,False,False,False,True,1,3404.5,0.49,1,True,,0.0,Optimize,False,none,0.03939702129307687,excess_over_impact_p95,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1668.205,1668.205,0.0,0.0,0.0661988002505404
29,OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,5906.52,0.28,3,False,0.28854253973178534,0.28854253973178534,Optimize,False,none,0.3546599358300113,cluster_margin,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1653.8256000000001,551.2752,0.28854253973178534,0.0,0.06562818750910718
30,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,4399.92,0.375,7,False,0.3737640359252405,0.3737640359252405,Optimize,False,none,0.5883912141741193,cluster_margin,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1649.97,235.71,0.3737640359252405,0.0,0.06547518707196306
31,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,10196.604,0.16136363636363638,9,False,1.1033645225252893,1.1033645225252893,Optimize,False,none,0.5679630012570069,cluster_margin,moderate,extreme,Extreme Concentration,2,Reroute Action,Reroute to Correct,1645.3611,182.8179,1.1033645225252893,0.3333333333333333,0.06529229369226769
32,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,6574.544,0.24952830188679245,9,False,0.6556308663417635,0.6556308663417635,Optimize,False,none,0.5884393556023286,cluster_margin,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1640.5348,182.28164444444442,0.6556308663417635,0.0,0.06510077330379674
33,TEC-PH-10002885,Apple iPhone 5,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,12996.6,0.124,6,False,1.9906879904097454,1.9906879904097454,Optimize,False,none,0.5663825610559882,cluster_margin,moderate,extreme,Extreme Concentration,2,Reroute Action,Reroute to Correct,1611.5784,268.5964,1.9906879904097454,0.3333333333333333,0.06395170652868533
34,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,4322.814,0.3683937823834197,6,False,0.6099999811799879,0.6099999811799879,Optimize,False,none,0.5931384713288661,cluster_margin,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1592.4978,265.41630000000004,0.6099999811799879,0.16666666666666666,0.06319453769867914
35,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,10925.003999999999,0.1441747572815534,11,False,0.9134311978484574,0.9134311978484574,Optimize,False,none,0.5668084130512518,cluster_margin,moderate,extreme,Extreme Concentration,2,Reroute Action,Reroute to Correct,1575.1098,143.1918,0.9134311978484574,0.2727272727272727,0.06250453572724493
36,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,8665.194,0.17986798679867988,8,False,1.5189021686028115,1.5189021686028115,Optimize,False,none,0.5899297404617865,cluster_margin,moderate,extreme,Extreme Concentration,2,Reroute Action,Reroute to Correct,1558.591,194.823875,1.5189021686028115,0.375,0.061849025917851824
37,FUR-CH-10002320,Hon Pagoda Stacking Chairs,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,6483.796,0.23762376237623764,4,False,0.8187882187080527,0.8187882187080527,Optimize,False,none,0.48925170478373425,cluster_margin,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1540.7040000000002,385.17600000000004,0.8187882187080527,0.0,0.06113922230253992
38,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,3322.878,0.45680473372781066,8,False,0.5459741993104916,0.5459741993104916,Optimize,False,none,0.6386074167688826,cluster_margin,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1517.9064,189.7383,0.5459741993104916,0.0,0.06023455305110396
39,OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,3855.1800000000003,0.38999999999999996,3,False,0.4458459228717705,0.4458459228717705,Optimize,False,none,0.3901234017106769,cluster_margin,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1503.5202,501.17339999999996,0.4458459228717705,0.0,0.0596636704676299
40,TEC-CO-10001943,Canon PC-428 Personal Copier,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,4119.794,0.3567961165048544,6,False,1.0332240755303232,1.0332240755303232,Optimize,False,none,0.6438771802828692,cluster_margin,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1469.9265,244.98775,1.0332240755303232,0.0,0.05833058332547617
41,TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Extreme Tail,Unclustered,Extreme Impact Tail,,Extreme Impact Tail,profit_scale_above_body_p95,False,False,False,True,1,3040.0,0.48000000000000004,1,True,,0.0,Optimize,False,none,0.031103148389947943,excess_over_impact_p95,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1459.2,1459.2,0.0,0.0,0.05790492734741147
42,TEC-AC-10004145,Logitech diNovo Edge Keyboard,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,7399.704,0.1935810810810811,5,False,0.7681653424395101,0.7681653424395101,Optimize,False,none,0.6126035640040782,cluster_margin,none,extreme,Extreme Concentration,1,Reroute Action,Reroute to Correct,1432.4427,286.48854,0.7681653424395101,0.0,0.0568431266946477
43,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,8430.997,0.1647058823529412,8,False,1.2807067491524327,1.2807067491524327,Optimize,False,none,0.6744218323224679,cluster_margin,moderate,extreme,Extreme Concentration,2,Reroute Action,Reroute to Correct,1388.6348,173.57935,1.2807067491524327,0.25,0.055104712997592696
44,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,5751.773999999999,0.24142259414225942,8,False,0.8125278605735409,0.8125278605735409,Optimize,False,none,0.6882413399244383,cluster_margin,none,elevated,Elevated Concentration,1,Intensify Action,Optimize (Risk-Controlled),1388.6082,173.576025,0.8125278605735409,0.0,0.05510365743902125
45,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,5572.792,0.24776119402985075,5,False,0.8236876800919387,0.8236876800919387,Optimize,False,none,0.6371648863517556,cluster_margin,none,elevated,Elevated Concentration,1,Intensify Action,Optimize (Risk-Controlled),1380.7216,276.14432,0.8236876800919387,0.0,0.05479069622738605
46,TEC-MA-10000488,Bady BDG101FRU Card Printer,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,9279.884,0.14310344827586208,4,False,1.7955482874930948,1.7955482874930948,Optimize,False,none,0.5646354474081964,cluster_margin,moderate,extreme,Extreme Concentration,2,Reroute Action,Reroute to Correct,1327.9834,331.99585,1.7955482874930948,0.25,0.052697904533695494
47,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,8774.5,0.14880000000000002,8,False,1.3025083127895511,1.3025083127895511,Optimize,False,none,0.7177829294687961,cluster_margin,moderate,extreme,Extreme Concentration,2,Reroute Action,Reroute to Correct,1305.6456,163.2057,1.3025083127895511,0.0,0.05181148136613724
48,FUR-CH-10002073,Hon Olson Stacker Chairs,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,5427.99,0.2380487804878049,4,False,0.6509441049380426,0.6509441049380426,Optimize,False,none,0.5863516352464256,cluster_margin,none,elevated,Elevated Concentration,1,Intensify Action,Optimize (Risk-Controlled),1292.1264,323.0316,0.6509441049380426,0.0,0.05127500364286756
49,OFF-PA-10000994,Xerox 1915,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,2789.0099999999998,0.45263157894736844,9,False,0.6889146323541039,0.6889146323541039,Optimize,False,none,0.6950413238319242,cluster_margin,none,elevated,Elevated Concentration,1,Intensify Action,Optimize (Risk-Controlled),1262.394,140.266,0.6889146323541039,0.0,0.05009514312898037
50,OFF-ST-10001496,Standard Rollaway File with Lock,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,6594.954,0.19125683060109291,10,False,0.6612443994105858,0.6612443994105858,Optimize,False,none,0.6571671352144413,cluster_margin,none,elevated,Elevated Concentration,1,Intensify Action,Optimize (Risk-Controlled),1261.3300000000002,126.13300000000001,0.6612443994105858,0.0,0.05005292078612289
51,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,2699.056,0.46691176470588236,8,False,0.6284042964945493,0.6284042964945493,Optimize,False,none,0.7314873464726331,cluster_margin,none,elevated,Elevated Concentration,1,Intensify Action,Optimize (Risk-Controlled),1260.221,157.527625,0.6284042964945493,0.0,0.05000891272387763
52,OFF-ST-10003306,Letter Size Cart,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,4600.092,0.27236024844720497,8,False,0.7173873674109597,0.7173873674109597,Optimize,False,none,0.7342132923406379,cluster_margin,none,elevated,Elevated Concentration,1,Intensify Action,Optimize (Risk-Controlled),1252.8822,156.610275,0.7173873674109597,0.0,0.04971768966958953
53,FUR-CH-10002335,Hon GuestStacker Chair,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,6936.102,0.17777777777777778,9,False,0.9664013832573646,0.9664013832573646,Optimize,False,none,0.6997339733123132,cluster_margin,none,elevated,Elevated Concentration,1,Intensify Action,Optimize (Risk-Controlled),1233.0848,137.00942222222224,0.9664013832573646,0.0,0.04893207631386884
54,TEC-AC-10004666,Maxell iVDR EX 500GB Cartridge,Extreme Tail,Unclustered,Extreme Impact Tail,,Extreme Impact Tail,profit_scale_above_body_p95,False,False,False,True,1,2755.4,0.43000000000000005,2,False,0.5654436276172715,0.5654436276172715,Optimize,False,none,0.020215101408226414,excess_over_impact_p95,none,elevated,Elevated Concentration,1,Intensify Action,Optimize (Risk-Controlled),1184.8220000000001,592.4110000000001,0.5654436276172715,0.0,0.04701688036568994
55,FUR-CH-10004287,SAFCO Arco Folding Chair,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,11572.78,0.10190930787589499,13,False,0.9979566520497098,0.9979566520497098,Optimize,False,none,0.5381515689601002,cluster_margin,none,elevated,Elevated Concentration,1,Intensify Action,Optimize (Risk-Controlled),1179.374,90.72107692307692,0.9979566520497098,0.23076923076923078,0.04680068927181062
56,TEC-PH-10000984,Panasonic KX-TG9471B,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,4978.146000000001,0.23464566929133857,7,False,0.553518322770749,0.553518322770749,Optimize,False,none,0.7939452230929801,cluster_margin,none,elevated,Elevated Concentration,1,Intensify Action,Optimize (Risk-Controlled),1168.1004,166.8714857142857,0.553518322770749,0.0,0.046353322914255944
57,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,4859.838,0.23765432098765435,7,False,0.5292738994143878,0.5292738994143878,Optimize,False,none,0.7977137697250682,cluster_margin,none,elevated,Elevated Concentration,1,Intensify Action,Optimize (Risk-Controlled),1154.9615000000001,164.99450000000002,0.5292738994143878,0.0,0.04583193650394557
58,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,3059.7960000000003,0.375,5,False,1.0891066535718366,1.0891066535718366,Optimize,False,none,0.7748326781021733,cluster_margin,none,elevated,Elevated Concentration,1,Intensify Action,Optimize (Risk-Controlled),1147.4235,229.48470000000003,1.0891066535718366,0.0,0.045532808665167616
59,OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,7515.523999999999,0.1482758620689655,5,False,1.1128318070450793,1.1128318070450793,Optimize,False,none,0.7982892807026422,cluster_margin,none,elevated,Elevated Concentration,1,Intensify Action,Optimize (Risk-Controlled),1114.3708,222.87416,1.1128318070450793,0.0,0.04422118983832017
60,OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,Clustered Body,2,High-Impact Profit Cluster,High-Impact Profit Cluster,,,False,False,False,False,0,4778.766,0.23157894736842105,3,False,1.010797155773716,1.010797155773716,Optimize,False,none,0.5252208477216117,cluster_margin,none,elevated,Elevated Concentration,1,Intensify Action,Optimize (Risk-Controlled),1106.6616,368.88719999999995,1.010797155773716,0.0,0.04391526832933808
