product_row_id,product_id,product_name,analytical_role,primary_action,escalation_status,final_intervention,performance_deviation,role_profit_z,opportunity_reliability_pass,role_relative_loss_pass,role_relative_cv_pass,opportunity_quality,opportunity_action,opportunity_filter_reason,performance_context,priority_scope_flag,priority_zone,priority_action,priority_sort,total_profit,mean_order_profit,cv_order_profit,pct_orders_loss,profit_scale
37,FUR-CH-10002320,Hon Pagoda Stacking Chairs,High-Impact Profit Cluster,Optimize,Reroute Action,Reroute to Correct,High Positive Deviation,2.0023523788027693,True,True,True,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,1540.7040000000002,385.17600000000004,0.8187882187080527,0.0,0.06113922230253992
39,OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,High-Impact Profit Cluster,Optimize,Reroute Action,Reroute to Correct,High Positive Deviation,3.1444195177436143,True,True,True,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,1503.5202,501.17339999999996,0.4458459228717705,0.0,0.0596636704676299
40,TEC-CO-10001943,Canon PC-428 Personal Copier,High-Impact Profit Cluster,Optimize,Reroute Action,Reroute to Correct,Positive Deviation,0.6221111527871507,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,1469.9265,244.98775,1.0332240755303232,0.0,0.05833058332547617
41,TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Extreme Impact Tail,Optimize,Reroute Action,Reroute to Correct,Positive Deviation,0.4259325449069276,True,True,True,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,1459.2,1459.2,0.0,0.0,0.05790492734741147
42,TEC-AC-10004145,Logitech diNovo Edge Keyboard,High-Impact Profit Cluster,Optimize,Reroute Action,Reroute to Correct,Positive Deviation,1.030712453325653,True,True,True,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,1432.4427,286.48854,0.7681653424395101,0.0,0.0568431266946477
45,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,High-Impact Profit Cluster,Optimize,Intensify Action,Optimize (Risk-Controlled),Positive Deviation,0.9288671211029076,True,True,True,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,1380.7216,276.14432,0.8236876800919387,0.0,0.05479069622738605
46,TEC-MA-10000488,Bady BDG101FRU Card Printer,High-Impact Profit Cluster,Optimize,Reroute Action,Reroute to Correct,High Positive Deviation,1.4787604555446179,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,1327.9834,331.99585,1.7955482874930948,0.25,0.052697904533695494
48,FUR-CH-10002073,Hon Olson Stacker Chairs,High-Impact Profit Cluster,Optimize,Intensify Action,Optimize (Risk-Controlled),High Positive Deviation,1.390501793279339,True,True,True,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,1292.1264,323.0316,0.6509441049380426,0.0,0.05127500364286756
58,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,High-Impact Profit Cluster,Optimize,Intensify Action,Optimize (Risk-Controlled),Positive Deviation,0.46947390438023084,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,1147.4235,229.48470000000003,1.0891066535718366,0.0,0.045532808665167616
59,OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,High-Impact Profit Cluster,Optimize,Intensify Action,Optimize (Risk-Controlled),Positive Deviation,0.4043889929541638,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,1114.3708,222.87416,1.1128318070450793,0.0,0.04422118983832017
60,OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,High-Impact Profit Cluster,Optimize,Intensify Action,Optimize (Risk-Controlled),High Positive Deviation,1.8419789289428605,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,1106.6616,368.88719999999995,1.010797155773716,0.0,0.04391526832933808
62,TEC-MA-10002428,Fellowes Powershred HS-440 4-Sheet High Security Shredder,High-Impact Profit Cluster,Optimize,Intensify Action,Optimize (Risk-Controlled),High Positive Deviation,1.7960914149601204,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,1092.6795000000002,364.22650000000004,0.9659508526144585,0.0,0.043360421505966217
64,TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,High-Impact Profit Cluster,Optimize,Reroute Action,Reroute to Correct,Positive Deviation,0.804334018192041,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,1053.9830000000002,263.49575000000004,1.3622462861914622,0.25,0.041824841721770006
66,OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,High-Impact Profit Cluster,Optimize,Reroute Action,Reroute to Correct,Positive Deviation,0.8005606816258842,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,1052.45,263.1125,1.893012460286006,0.25,0.04176400821462665
68,TEC-PH-10000730,Samsung Galaxy S4 Active,High-Impact Profit Cluster,Optimize,Intensify Action,Optimize (Risk-Controlled),High Positive Deviation,3.329676805404706,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,1039.9792,519.9896,1.0601436895552154,0.0,0.04126913378482669
72,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,High-Impact Profit Cluster,Optimize,Intensify Action,Optimize (Risk-Controlled),Positive Deviation,0.5654968281355839,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,956.9502,239.23755,1.207932848495508,0.0,0.03797432278377938
78,TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,High-Impact Profit Cluster,Optimize,Reroute Action,Reroute to Correct,Positive Deviation,0.4175670201610021,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,896.8505000000001,224.21262500000003,1.4977250836881795,0.25,0.035589407239576244
80,TEC-AC-10000990,Imation Bio 2GB USB Flash Drive Imation Corp,High-Impact Profit Cluster,Optimize,Intensify Action,Optimize (Risk-Controlled),Positive Deviation,1.1031236927506973,True,True,True,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,881.5296,293.84319999999997,0.4714581968488187,0.0,0.03498143328028556
81,TEC-MA-10000984,Okidata MB760 Printer,High-Impact Profit Cluster,Optimize,Intensify Action,Optimize (Risk-Controlled),High Positive Deviation,2.548873290611718,True,True,True,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,881.37,440.685,0.20191443772764545,0.0,0.03497509992885694
82,TEC-PH-10001835,Jawbone JAMBOX Wireless Bluetooth Speaker,High-Impact Profit Cluster,Optimize,Intensify Action,Optimize (Risk-Controlled),Positive Deviation,1.0721926708166154,True,True,True,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,872.1048000000001,290.70160000000004,0.07524098878442183,0.0,0.03460743221171109
113,OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,High-Impact Profit Cluster,Optimize,Intensify Action,Optimize (Risk-Controlled),Positive Deviation,0.498964511077187,True,True,True,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,697.44,232.48000000000002,0.5406767117790309,0.0,0.02767626955124634
118,TEC-PH-10002103,Jabra SPEAK 410,Stable Profit Cluster,Protect,Reassess Classification,Reassess Classification,High Positive Deviation,1.899736998296761,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,654.1704,72.6856,0.7540309011470412,0.0,0.02595921702633436
121,OFF-EN-10000056,Cameo Buff Policy Envelopes,Stable Profit Cluster,Protect,Reassess Classification,Reassess Classification,High Positive Deviation,2.141524163393203,True,True,True,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,632.2568,79.0321,0.4833810959086151,0.0,0.025089627240204814
135,TEC-PH-10001336,Digium D40 VoIP phone,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,1.5494720851818233,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,571.4257,63.49174444444444,1.17955325215872,0.1111111111111111,0.022675687803552454
144,OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,2.621370631913561,True,True,True,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,549.7635,91.62725,0.5528145671577049,0.0,0.021816074236402583
145,TEC-PH-10003691,BlackBerry Q10,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,2.6105318312407584,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,548.0564999999999,91.34274999999998,0.8099671896204231,0.0,0.021748335947626513
155,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),Positive Deviation,0.9471686808003885,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,524.5054,47.682309090909094,1.1048178112867937,0.0,0.020813765817108684
167,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),Positive Deviation,1.2464906727562821,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,499.851,55.539,1.433731207999638,0.1111111111111111,0.019835413815468043
173,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,2.2654179412067426,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,493.70459999999997,82.2841,1.3939050054948292,0.16666666666666666,0.019591508356690542
178,TEC-PH-10002200,Aastra 6757i CT Wireless VoIP phone,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,2.194816520772715,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,482.5856,80.43093333333333,1.2458718423612853,0.16666666666666666,0.019150276937299187
184,TEC-PH-10004094,Motorola L703CM,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,2.1020130204133687,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,467.97,77.995,1.241759661395442,0.0,0.01857029115321282
192,OFF-BI-10002867,GBC Recycled Regency Composition Covers,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,2.000208299296105,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,451.9368,75.3228,1.151612623490684,0.16666666666666666,0.017934051240146402
202,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),Positive Deviation,1.155996211567799,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,425.3094,53.163675,1.279079170745532,0.0,0.016877405364015326
207,TEC-PH-10000526,Vtech CS6719,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),Positive Deviation,1.4083700520841345,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,418.5164,59.78805714285714,1.0487524006973208,0.14285714285714285,0.016607841101768227
214,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,3.038950190698848,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,410.352,102.588,1.0713741594003514,0.0,0.01628385604911252
223,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),Positive Deviation,1.2463437244167557,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,388.746,55.53514285714285,1.2082511470751052,0.2857142857142857,0.015426472647064706
245,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,1.7432270024445602,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,342.8874,68.57748000000001,1.3838968138247352,0.2,0.013606681733376381
252,FUR-CH-10001270,Harbour Creations Steel Folding Chair,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),Positive Deviation,0.732471503942474,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,336.375,42.046875,1.263696641355324,0.0,0.013348252423578353
259,TEC-PH-10004536,Avaya 5420 Digital phone,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,3.244830256905604,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,323.976,107.992,1.0489520927459455,0.0,0.012856227208268215
261,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),Positive Deviation,0.48354154592071696,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,319.616,35.51288888888889,1.1664560326194904,0.0,0.012683210840919862
267,TEC-PH-10002563,Adtran 1202752G1,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,1.5113475298014356,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,312.4552,62.49104,1.487105282028318,0.0,0.012399051298876727
268,FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,2.1005176849954164,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,311.82300000000004,77.95575000000001,1.0943072908427025,0.25,0.012373963925611218
303,TEC-PH-10004120,AT&T 1080 Phone,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,2.5751257173382336,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,271.2402,90.41340000000001,1.1992540433886232,0.0,0.010763530752945009
306,FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,1.6647655148887701,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,266.072,66.518,1.1053905505406632,0.0,0.010558442865392315
307,OFF-BI-10002026,Ibico Recycled Linen-Style Covers,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,1.6305842426088477,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,262.4832,65.6208,1.2387952339481407,0.25,0.01041602976008503
312,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),Positive Deviation,0.36459327516674966,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,259.1256,32.3907,1.1669397905653074,0.0,0.010282791284165574
314,FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,1.5706660571671982,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,256.1922,64.04805,1.4704067841316453,0.25,0.010166386189674827
317,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),Positive Deviation,0.34411003726962486,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,254.8244,31.85305,1.37957826638891,0.125,0.010112108256817241
322,FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),Positive Deviation,1.0169671629729327,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,247.57199999999997,49.514399999999995,1.2754721970647647,0.2,0.009824313783753667
335,OFF-BI-10004492,Tuf-Vin Binders,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),Positive Deviation,0.40589501087636165,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,234.3236,33.4748,1.3641992978598154,0.2857142857142857,0.009298582122933049
337,OFF-ST-10000532,Advantus Rolling Drawer Organizers,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),Positive Deviation,0.6112417090359492,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,233.18880000000001,38.8648,1.0899146785763163,0.0,0.009253550248238806
339,TEC-PH-10001061,Apple iPhone 5C,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),Positive Deviation,1.3209812352009076,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,229.97699999999998,57.494249999999994,1.4379801729568245,0.0,0.009126097503135722
348,OFF-ST-10002292,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),High Positive Deviation,3.370628920601885,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,222.588,111.294,1.4110018168622886,0.0,0.008832882379663941
351,TEC-PH-10000011,PureGear Roll-On Screen Protector,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),Positive Deviation,0.7938577849339526,True,True,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,218.2908,43.658159999999995,1.1672183869535628,0.0,0.008662358082927856
368,TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),Positive Deviation,0.41050483471259713,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,201.57479999999998,33.5958,1.1164397504258483,0.16666666666666666,0.007999022854351012
383,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,Stable Profit Cluster,Protect,Intensify Action,Protect (Tight Control),Positive Deviation,0.3510685853992813,True,False,False,True Hidden Opportunity Candidate,Reframe / Reclassify,Positive deviation + reliability pass,True Hidden Opportunity,True,Misaligned Upside,Recover / Reclassify,1,192.2142,32.0357,1.3229446789981334,0.16666666666666666,0.007627569412103082
